image_id,model,baseline_caption,grounded_caption,reference_captions
000000036252,Qwen3-VL-4B,"The image shows a group of people surfing in the ocean. One person is riding a wave on a surfboard, while another person is holding a surfboard and standing in the water. The ocean is relatively calm with some waves, and there are rocks visible in the background.","The image depicts a beach scene with several surfers. In the foreground, a person in a wetsuit is holding a red and white surfboard, standing in the shallow water. In the background, another person in a wetsuit is riding a wave on a blue surfboard. The ocean is visible with waves crashing and rocks in the distance. The sky is clear, indicating a sunny day.",A woman wading through water holding a surfboard. | A woman carries a surfboard into the ocean. | there are many surfers riding waves in the water | A woman carrying a surfboard out into the ocean. | A couple of people on surf boards on a beach.
000000336102,Qwen3-VL-4B,"The image shows a pizza in a box, shaped like a mouse head. The pizza is topped with cheese and appears to be freshly baked. The box is placed on a table, and the pizza is the main focus of the image.","The image shows a pizza in a box, shaped like a mouse head. The pizza is topped with melted cheese and has a golden-brown crust. The box is placed on a green surface, possibly a table or a bench. The pizza appears to be fully cooked and ready to be eaten.","A mouse head shapped pizza sitting in a box. | A pizza in a box is shaped like Mickey Mouse.  | A large pizza in the shape of cat face with two ears, | A pizza made in the shape of Mickey Mouse. | A picture of a pizza in the shape of mickey mouse's head."
000000197263,Qwen3-VL-4B,The image shows a person wearing a denim shirt with a camouflage-patterned tie. The tie is prominently displayed against the denim fabric.,"The image shows a person wearing a denim shirt with a collar. The shirt has a buttoned front and appears to be made of a denim material. The person is also wearing a tie with a camouflage pattern. The tie is partially visible, extending from the collar down to the shirt's front. The image is in black and white, and the person's face is not visible.",A man wearing a shirt and tie with long hair. | Black and white photo of patterned neck tie being worn | This is a black and white photo of a man wearing a tie. | Man in a suit and dress shirt standing still.  | man wearing denim shirt and tie with spots
000000234169,Qwen3-VL-4B,"The image shows a display case in a bakery or coffee shop, filled with various types of donuts. The donuts are arranged in a neat and organized manner, with different flavors and toppings visible. The display case is made of glass, allowing customers to see the donuts clearly. The donuts include chocolate, glazed, and sprinkled varieties, and there are also some doughnut holes in the display. The overall scene is bright and inviting, with the donuts looking appetizing and ready to","The image shows a display case filled with various types of donuts. There are donuts with chocolate glaze, some with sprinkles, and others with a plain glaze. The donuts are arranged in a grid-like pattern, with each row and column containing different types of donuts. The display case is transparent, allowing a clear view of the donuts inside. The donuts are placed on white trays, and there are paper liners under some of the trays. The background is blurred,",Dozens of donuts are under a glass display case. | A doughnut display case is shown with a varitey. | a few trays of doughnuts under some glass | A display case of many different kinds of a donuts.  | A doughnut case at a shop with many offerings
000000096711,Qwen3-VL-4B,"The image shows a woman sitting on a bench in a city setting, eating a sandwich. She is wearing a brown coat and a striped hat. There are several bicycles and people in the background, indicating a busy urban environment. The woman appears to be enjoying her meal while taking a break from her day.","A woman is sitting on a green bench in a public area, eating a sandwich. She is wearing a brown coat, blue jeans, and a striped beanie. On the bench next to her, there is a plastic bag with food items. In the background, several people are riding bicycles, and there are various bicycles parked or in motion. The scene appears to be in an urban setting with a brick-paved sidewalk and a street with traffic.",A woman is sitting outdoors eating some food.  | Woman eating food sitting on park bench with bikes in background. | A woman eating a sandwich on a bench near the street. | A woman sitting on bench eating food with people riding bikes behind her. | The woman is eating outside on the bench. 
000000332300,Qwen3-VL-4B,"The image shows a clock tower with a large clock face and a bell above it. The clock face is circular and has Roman numerals, with the hands indicating the time. The tower is made of stone and has a decorative design around the clock and bell. The sky in the background is clear and blue.","The image shows a section of a building with a large, ornate clock and a bell. The clock is circular with Roman numerals and has two hands indicating the time. The bell is located above the clock, within a decorative frame. The building appears to be made of stone or concrete, with a clear blue sky in the background.",A clock mounted on the side of a tall building under a blue sky. | The bell tower has a clock displayed on the side.  | A clock on the front of a large tower. | A building clock with military time and a bell above it. | A large bell hangs over a clock on the side of a stone wall.
000000527573,Qwen3-VL-4B,"The image depicts a scene with a yellow fire hydrant prominently positioned in the foreground. Behind the hydrant, there is a statue of three human figures standing on a pedestal. The statue appears to be made of bronze or a similar material. In the background, there is a building with large windows, and a person is standing near the statue, possibly observing or interacting with it. The scene is set on a wet street, with puddles reflecting the surroundings.","The image shows a city street scene with a yellow fire hydrant prominently positioned in the foreground. The fire hydrant is on a wet sidewalk, indicating recent rain. In the background, there is a statue of three human figures standing on a raised platform. A man is standing near the statue, possibly observing it. The background also includes a storefront with large windows and a sign, as well as trees and a lamppost. The scene is reflected in a puddle on the street.",a man is standing near a yellow fire hydrant outside | A yellow fire hydrant sitting on the side of a road. | A man is standing in front of a statue. | There is a man standing alone near statues. | A man standing in front of a statue near a metal pole.
000000382207,Qwen3-VL-4B,"The image depicts a dining table set with various dishes and utensils. There are plates containing food items such as bread, vegetables, and possibly some meat. A bottle of olive oil is also present on the table. The table is covered with a white tablecloth, and there are glasses and a bottle of wine visible. The setting appears to be a casual meal, possibly at a restaurant or a home.","The image shows a dining table with several plates of food. On the table, there is a plate with slices of bread, another plate with a salad containing tomatoes, cucumbers, and olives, and a plate with a dish that appears to be a mix of vegetables and possibly some type of pasta or rice. There is also a bottle of olive oil and a glass of water. The table is covered with a white tablecloth, and there are some utensils, including spoons and a",Many plates of different foods are on the table. | A table served with bread and various plates of food | A variety of food is sitting on the table with a few drinks.  | Several partially served plates of food sit in the middle of a dining table. | A table with plates of food sitting on it.
000000145604,Qwen3-VL-4B,"The image shows a man pushing a cart filled with bananas through a busy street market. The cart is loaded with numerous bunches of ripe bananas, and the man appears to be transporting them to a nearby market or store. The scene is bustling with activity, as there are other people and stalls in the background, indicating a lively market atmosphere.","In the image, there is a man pushing a cart filled with numerous bunches of bananas. The cart is made of wood and has large wheels, likely for easy transportation. The bananas are arranged in a neat stack, and the man appears to be walking down a street or market area. In the background, there are other people and stalls, suggesting a busy environment. The scene is set in a location with a warm, possibly tropical climate, as indicated by the clothing and the type of fruit being",A man pushing a four wheeled art full of bananas. | a person pushing a cart with many bunches of bananas | an image of a man holding a cart of bananas | A man pushes a cart with wheels with bananas. | A man wheels a cart of banana bunches through the street.
000000222340,Qwen3-VL-4B,"The image shows a pink bus with the numbers 33-41 on it, driving down a street. There are other vehicles, including a pink car, a taxi, and a truck, visible in the scene. The bus appears to be in a city or urban area, as there are buildings and trees in the background. The street is busy with traffic, and the bus is surrounded by other vehicles.","The image shows a pink bus with the numbers ""33-41"" and some text written in a language that appears to be Thai. The bus is on a street with other vehicles, including a pink car and a white van. The bus has a side mirror and a rearview mirror visible. The scene appears to be in an urban area with trees and buildings in the background.",A passenger bus traveling down a street behind a red car. | A pink bus is behind a pink car on a road. | A pink bus with Arabic writing on the side of it. | A pink bus travels down a busy street. | A bus and others vehicles are sitting in traffic. 
000000152946,Qwen3-VL-4B,"The image shows two people standing on a snowy slope, each holding a snowboard. They are surrounded by a large number of other snowboards and skis, indicating a popular skiing or snowboarding area. The people appear to be preparing for a day of snowboarding or skiing, with the snow-covered trees and mountains in the background adding to the winter sports atmosphere.","In the image, there are two individuals standing on a snowy slope. One person is holding a snowboard, while the other is holding a pair of skis. Both individuals are wearing winter clothing, including jackets, pants, and gloves. In the background, there are numerous skis and snowboards arranged on racks, indicating a ski resort or a ski rental area. The scene is set against a backdrop of snow-covered trees and a clear blue sky.","A man and woman standing on top of a snow covered slope. | Two snowboarders with their snowboards standing in the snow. | two people standing near one another holding skis | Numerous individuals are appreciating life and having an incredible minute. 
 | Two snowboarders posing for a picture in the snow."
000000166509,Qwen3-VL-4B,"The image shows a road with a traffic light hanging over it, displaying a red light. There is also a sign on the side of the road that says ""LONG LENS TAKES EVERY 1 MINUTE WAIT."" The road is surrounded by trees and foliage, creating a forested environment. The image appears to be taken from inside a vehicle, as the top of the dashboard is visible at the bottom of the frame.","The image shows a road with a metal guardrail on the right side. There are two traffic lights visible, both showing red signals. The road is surrounded by a dense forest with tall trees and green foliage. A sign on the guardrail reads ""LONG LEAD TIMES EXPECTED 1 MINUTE WAIT."" The sky is not visible, and the overall scene appears to be in a rural or semi-rural area.",A traffic light sitting on the side of a road next to a tree. | A country road at a traffic light in the sun. | a road with some trees on both sides of it  | A stop light on a road in the middle of a forest. | A road in the middle of a beautiful green forest
000000387515,Qwen3-VL-4B,"The image depicts a blue and white trolley bus in a city setting. The bus is on a street with buildings in the background, and there are other vehicles and street elements visible. The bus has a sign on its front indicating it is for the ""Foire de Marseille.""","The image depicts a vintage trolley bus, primarily blue and white, with the number 315 on its front. The bus is on a street with a clear sky in the background. There are several buildings in the background, including one with a distinctive architectural style featuring multiple windows and a sloped roof. The bus has a destination sign that reads ""FOIRE DE MARSEILLE"" and a route number ""A 1"". The street appears to be a city street with other vehicles and",The blue and white bus is travelling down the street. | Bus riding through the street attached to wires above | The bus is driving on the city street. | An old bus rigged out to run on overhead electrical lines | A blue and white city bus traveling down the street. 
000000022718,Qwen3-VL-4B,"The image shows a small airplane flying over a grassy field during sunset. The plane is silhouetted against the orange and pink hues of the sky, creating a dramatic and picturesque scene.","The image shows a small airplane in flight, with its landing gear extended, against a backdrop of a sunset. The sky is a gradient of warm colors, transitioning from a deep orange near the horizon to a lighter yellow and then to a soft pink as it extends upward. The airplane is silhouetted against the bright sky, making it appear as a dark outline. The landscape below is a grassy field, which is also silhouetted against the sky. The sun is setting, casting",The airplane flies low to the ground during sunset. | The plane came in for a landing as the sun set. | An airplane landing in grass during the sun set. | A small airplane landing in a field at sunset | A plane flying with a sunset in the background
000000168692,Qwen3-VL-4B,The image shows two boys carrying a surfboard together.,"Two boys are walking on a grassy area, each carrying a surfboard. The surfboard has a red and white design with a logo of a person surfing. The boys are wearing red shirts and black shorts. The background includes trees and a green field.",Two boys carrying a surfboard on the beach. | two young boys walking around with a surfboard. | Two boys are carrying a surf board between them. | Two young boys carrying red and white surfboard. | Two children carrying a surf board together across a grassy area.
000000311883,Qwen3-VL-4B,"The image shows a Union Pacific train traveling on a track. The train is primarily yellow and black, and it is passing through a rural area with a clear blue sky in the background. There are several traffic lights visible in the image, indicating that the train is crossing a level crossing. The train appears to be moving forward, and the surrounding landscape includes some grass and trees.","The image shows a Union Pacific train traveling on a track. The train consists of a yellow locomotive and several freight cars. The locomotive has the number ""6551"" on its side. There are traffic lights at the crossing, indicating that the train is passing through. The sky is clear and blue, suggesting it is a sunny day. The train is on a gravel bed, and there is a grassy area on either side of the tracks.",A train moving along a track during the day. | A train passes by a road on a railroad track | Yellow train engine hauling freight cars past a level crossing.  | A large long train on a steel track. | A yellow train engine pulling train cars over road.
000000386912,Qwen3-VL-4B,"The image shows a woman sitting at a desk in a home office. She is using a computer, and the desk is filled with various items such as books, papers, and other office supplies. The room is decorated with posters and pictures on the walls, creating a personalized and organized workspace.","A woman is sitting at a desk in an office. She is wearing glasses, a blue patterned shirt, and a dark cardigan. On the desk, there is a white iMac computer monitor, a keyboard, and a mouse. The desk is cluttered with various items, including books, papers, and a lamp. The walls are decorated with posters, pictures, and other office supplies. To the right of the desk, there is a bookshelf filled with books and other items.",a person sitting at a desk with a keyboard and monitor  | a woman at her desk sits intently and happy | A woman sitting at a desk in her work station | The woman is working on her computer at the desk. | a woman is sitting in front of a desk
000000232865,Qwen3-VL-4B,"The image shows a slice of tiramisu on a white plate, accompanied by a fork. The tiramisu has multiple layers of alternating light and dark brown layers, with a dusting of cocoa powder on top. The plate is placed on a table, and there is a glass drink container and a cup in the background.","A slice of layered cake with a chocolate topping is placed on a white plate. Next to the cake, there is a fork with a wooden handle. In the background, there is a glass containing a dark liquid, possibly coffee, and a white saucer with a cup on it. The setting appears to be a dining table.",A plate with a slice of cake on top of it next to a fork. | A slice of cake and a fork on a plate. | A nice slice of cake on a plate with a fork. | A piece of cake with layers sits on a white plate with a silver fork. | A delicious piece of tiramisu being displayed on a white plate.
000000250758,Qwen3-VL-4B,"The image shows a zebra standing in a grassy area with a fence in the background. Another zebra is lying down in the background, and there are trees and bushes in the distance. The zebra in the foreground appears to be looking towards the camera, while the one in the background is resting.","The image shows a zebra standing on a grassy area with patches of dirt. The zebra has a distinctive black and white striped pattern. In the background, there is another zebra lying down on the ground, and there are trees and a fence visible. The setting appears to be a zoo or a wildlife reserve.",A zebra standing on a grass covered field. | The zebra is standing in the field with another zebra laying down in the background.  | a couple of zebras stand on a grass land  | A zebra stands while another zebra lays down nearby.  | A zebra with a left side pose while standing in a field.
000000149785,Qwen3-VL-4B,"An elephant is standing in a grassy area, surrounded by a fence. The elephant appears to be in a zoo or a similar enclosure.","The image shows an elephant standing in a grassy area with a dirt path. The elephant is facing away from the camera, showing its back and tail. There are several metal poles and wires in the foreground, suggesting that the area is enclosed, possibly within a zoo or a wildlife sanctuary. The grass is green with patches of brown, indicating a natural environment. The elephant appears to be in a relaxed state, with its ears and tail visible.",A small elephant is walking in an enclosure by the fence. | THIS IS A PICTURE OF A VERY YOUNG BABY ELEPHANT WALKING ALONG A FENCE | An elephant walking along a fence line away from the camera man.  | An elephant walking in an enclosure in the sun | An elephant walks next to a fence in a field.
000000102235,Qwen3-VL-4B,"The image depicts a birthday celebration with a young girl blowing out candles on a birthday cake. There are three other girls present, and the scene is set in a cozy room with a table covered in a floral tablecloth. The cake is placed on the table, and there are plates, forks, and other party items around. The atmosphere appears joyful and festive.","In the image, there are three young girls gathered around a dining table. One girl is blowing out candles on a birthday cake, while the other two girls are watching. The cake is placed on a tablecloth with a floral pattern. On the table, there are also plates, forks, and a vase with flowers in the background. The room is well-lit with a lamp providing additional light.",Young girl gets ready to blow out candles as family watches | Young girls are sitting around a birthday cake. | a small child blowing out the candles on a cake | A woman and a young girl are blowing out candles on a cake as others watch. | A mother and daughter blowing out candles on a sheet cake.
000000359626,Qwen3-VL-4B,"The image shows a stop sign at a four-way intersection on Ocean Avenue. There are several cars and a truck in the background, and the street is lined with trees and buildings.","The image shows a stop sign at a four-way intersection on Ocean Avenue. The stop sign is mounted on a pole with the street name ""Ocean Ave"" printed on it. In the background, there are trees, a building, and a parked car. The scene appears to be in a residential area with a clear sky.",A five way stop sign on a street corner lined with trees | A city warning sign is displayed on a street. |  a stop sign on a wooden pole with a street name stenciled on it | A red stop sign sitting on the side of a road. | A red stop sign that is on top of a pole.
000000035197,Qwen3-VL-4B,"The image shows a person riding a skateboard on a ramp at a skate park. The skateboarder is wearing a white shirt, plaid shorts, and sneakers. The scene is set in an outdoor environment with buildings in the background.","The image shows a person skateboarding on a concrete surface. The skateboarder is wearing a white shirt, plaid shorts, and sneakers with a visible logo. The skateboard is on a ramp, and there is another person in the background, possibly observing or waiting. The setting appears to be an outdoor skate park with ramps and buildings in the background. The image is in black and white.",A person on a skateboard rides down a ramp. | Black and white photograph of person on a skateboard. | Person riding on edge of skateboard about to do a trick | A man is standing on a skateboard at a skate park. | A black and white photograph of a person wearing DC shoes on a skateboard in the sun. 
000000443101,Qwen3-VL-4B,"In the image, there is a cow standing on a grassy field with mountains in the background. The cow is positioned in the foreground, while the mountains stretch out behind it, creating a picturesque scene.","The image depicts a mountainous landscape with a clear blue sky and scattered clouds. In the foreground, there is a cow standing on a grassy hillside. In the background, there are several rocky peaks with snow-capped mountains, suggesting a high-altitude environment. The cow appears to be grazing, and there is another animal, possibly a deer, partially visible in the background. The overall scene is serene and natural, with the cow and the deer coexisting peacefully in the mountainous terrain.",Two cows are in a mountainside field with snow-covered mountains in the background.  | A white cow stands by a brown and white donkey looking over a hill.  | A white bull and a donkey are in a field at a very high altitude.  | A large white cow standing on top of a lush green hill. | A bull standing near a donkey on a mountain top.
000000209044,Qwen3-VL-4B,"The image shows a living room with a television set displaying a video game. Two children are standing in front of the TV, playing the game. The room has a bookshelf, a window with curtains, and various other items such as a basket and a blanket on a table. The children appear to be enjoying their time together, engaged in the video game.","In the image, there are two children standing in a room. One child is wearing a dark shirt and white shorts, and the other is wearing a light-colored sweater and patterned pajamas. They are both holding what appears to be Wii controllers. In front of them, there is a television set displaying a video game with a baseball field and a character on the screen. The room has a carpeted floor, and there is a bookshelf in the background with various items on it, including a",Two young children are playing a video game. | a couple of children are playing a video game  | A boy and a girl play a video game together. | Two small children playing a game on a video game console.  | Two children playing baseball in the Wii Sports video game.
000000187776,Qwen3-VL-4B,"The image depicts a group of people gathered in a room, possibly at a conference or event. There is a table with food and drinks, and a banner in the background that reads ""bdigital apps."" The room has wooden walls and ceiling, and there are several people standing around, engaged in conversation or attending to the event. The atmosphere appears to be casual and social, with people mingling and enjoying the gathering.","The image depicts a conference or event setting. There is a man in a light blue shirt and dark pants standing in front of a table covered with a dark tablecloth. On the table, there are several items including a glass of water, a plate with food, and some other small objects. In the background, there are several other people engaged in conversation or walking around. The room has a wooden panel wall and a banner on the left side with the text ""bdigital apps."" The ceiling has",A bunch of people are gathered around many tables inside of a building.  | a man that is sitting at a table | A group of men stand at small tables drinking wine. | Convention with people standing at table with refreshments | a number of people standing up at small tables 
000000433554,Qwen3-VL-4B,"The image shows a group of people on a dock near a body of water. There are several individuals wearing life jackets and engaging in water activities, such as water skiing and wakeboarding. The scene appears to be a recreational area, possibly a lake or a similar body of water, where people are enjoying various water sports.","The image depicts a group of people engaged in water sports near a body of water, likely a lake or a large pond. There are three individuals on water skis, with one person in the foreground wearing a red life jacket and standing on a green platform. Another person in a white helmet and life jacket is also on a water ski, positioned slightly behind the first skier. A third person, wearing a red life jacket and shorts, is standing on a green platform, observing the activities. In","some people waiting in line to para-sail one guy has taken off | A fat guy wearing a life jacket and short shorts. | An group of young people on a boat prepare to parasail on surfboards. | A family prepares to water ski as one man takes off across the water. | Many people are out there and having some fun.
"
000000328462,Qwen3-VL-4B,"The image depicts a kitchen scene with a man sitting at a table, a woman standing nearby, and a television set in the background. The kitchen features a refrigerator, a stove, and various items on the countertops. The man appears to be engaged in an activity, possibly eating or working, while the woman seems to be interacting with the man or attending to something else. The overall atmosphere suggests a casual, everyday setting.","In the image, there is a kitchen setting with a woman standing on the left side, wearing a floral-patterned shirt and holding a cup. She appears to be in motion, possibly walking. On the right side of the image, an older man is seated at a table, wearing a white shirt and shorts. He is looking at a television that is turned on and placed on a small table. The kitchen features a white refrigerator with a blue light on, a white stove with a pot on one",Lady working in a kitchen while man sits at table watching TV. | A woman sitting next to a stove top oven. | A kitchen room with a lady by the refrigerator and a man seated at a table. | A man watches TV while a woman tends to the kitchen. | A man and a woman in a very small kitchen together.
000000287328,Qwen3-VL-4B,"In the image, there are two dogs on a couch. One dog is lying on its back, while the other dog is sitting up against a pillow. The couch has a patterned fabric, and there is a blanket covering part of the couch. The scene appears to be indoors, possibly in a living room or bedroom.","The image shows two dogs on a couch. One dog is lying on its back on the couch, appearing relaxed and comfortable. The other dog is sitting on a pillow, wearing a red outfit. The couch has a patterned fabric with a floral design and a light blue cover. The scene suggests a cozy and relaxed environment.",two small dogs are laying on a human bed | Two lazy dogs lounging in a dirty bed. | Two small dogs laying down together on a small bed. | Two small dogs lounge on a dirty bed.  | two dogs are laying in a bed together
000000213827,Qwen3-VL-4B,"The image shows a person performing a water ski jump over a ramp in a body of water, likely a lake or a reservoir. The ramp is branded with the name ""Cypress Gardens."" There are several boats in the water, with one boat directly behind the ramp and others further away. The background features a line of trees and a cloudy sky. The scene appears to be part of a water sports event or competition.","The image depicts a water park scene with a person performing a water ski jump over a ramp. The ramp is branded with ""Cypress Gardens."" In the background, there are two boats, one closer to the ramp and another further away. The water appears calm, and the sky is overcast. Trees and buildings are visible in the distance, suggesting a suburban or park setting.",a person jumping over a ramp in the water  | A water skier flipping from a ramp in a lake in Florida | A water skier doing a somersault in the air. | A woman on water ski's in the air. | Person on water skis doing jump tricks off ramp
000000209480,Qwen3-VL-4B,"The image shows a plate of vegetables, including broccoli and cauliflower, arranged on a blue and white patterned plate. There is also a red pepper slice on the plate. The plate is placed on a table, and there is a glass drink container visible in the background. The setting appears to be a dining table with a light-colored surface.","The image shows a plate with a blue and white pattern filled with various vegetables. The plate contains several pieces of broccoli and cauliflower. The broccoli is cut into florets, and the cauliflower is in its natural form, with some florets separated. There is also a slice of red bell pepper on the plate. The plate is placed on a table, and there is a glass container in the background. The table has a light-colored surface with some patterns.",A blue plate with a pile of vegetables on a table. | A blue plate loaded with broccoli and cauliflower | A plate of broccoli and cauliflower with a slice of tomato. | A pile of broccoli and other vegetables sits upon a blue plate. | A blue patterned china plate filled with broccoli and cauliflower. 
000000021779,Qwen3-VL-4B,"A person is lying on a red suitcase, with their head resting on the suitcase and their legs extended. The person is wearing a white tank top and green shorts. There is a tag attached to the suitcase, and the person appears to be smiling. The background includes a tiled floor and some other items, such as a towel and a plastic bag.","A person is lying on their back on a red suitcase. They are wearing a white tank top and green shorts. The person has dark hair and is smiling. There is a tag attached to the suitcase. In the background, there are other items, including a towel and some bags.",A woman is laying on top of a suitcase.  | A young woman lies on top of a gym bag.  | a woman laying on some baggage resting on the floor | A girl lying her body down on a big bag smiling. | A woman looking up smiling while on red item.
000000182162,Qwen3-VL-4B,"The image depicts a living room with a black leather couch, a coffee table, and a side table. There are various items on the tables, including a laptop, a remote control, and a few decorative objects. A green and yellow balloon is hanging from the ceiling, adding a playful touch to the room. The room also features a doorway leading to another area, with a white door and a light-colored floor. The overall atmosphere of the room is cozy and inviting.","The image depicts a cozy living room with a black leather couch adorned with a blue throw pillow and a striped blanket. On the couch, there is a laptop and a remote control. A small black cat is sitting on the couch. In front of the couch, there is a black coffee table with a few items on it, including a remote control and a small object. The room has a hardwood floor with an orange and black area rug. On the wall, there is a framed picture and a green","A living room with hard wood flooring and black furniture. | a messy living room with various items and some celebratory balloons | A bouquet of Mylar balloons in a living room.  | Living room with a black couch, coffee table and bookcase visible. | A living room with a black couch, wood floor and bookcase."
000000374505,Qwen3-VL-4B,"The image shows a person holding a pair of scissors close to their face. The scissors are open, with the blades pointing towards the person's face. The person appears to be looking at the scissors, and the image has a slightly artistic or stylized effect, with some parts of the image being blurred or distorted.","The image shows a close-up of a person's face, with a pair of scissors positioned in such a way that the blades appear to be cutting through the skin. The scissors are open, and the blades are angled towards the person's face, creating a dramatic and somewhat unsettling visual effect. The person's eye is visible, and the image has a dark, moody tone with a black and white color scheme.","A woman holding a pair of scissors up to her face. | Person with pair of scissors in front of face. | A person in the dark, holding a pair of scissors up to their face. | Woman posed looking through the blades of scissors. | a close up of a person with a pair of scissors "
000000308160,Qwen3-VL-4B,"The image shows a group of children standing on a tennis court, holding tennis rackets and wearing hats. They appear to be waiting for a tennis lesson or practice session. The court is surrounded by a fence, and there is a number ""3"" visible on the fence, possibly indicating the court number. The children seem to be of various ages, and they are all engaged in the activity.","The image shows four children standing on a tennis court. They are holding tennis rackets and appear to be waiting or preparing to play. The court is surrounded by a chain-link fence, and there is a green wall with a number ""3"" on it. The children are dressed in casual clothing, and the scene is set outdoors with trees visible in the background.",A group of children stand on a tennis court | Good buddies always give comfort to their best friends. | A group of young kids holding tennis racquets. | Two friends consoling each other after a game of tennis. | Some children are standing on a tennis court.
000000262054,Qwen3-VL-4B,"The image depicts a kitchen with wooden cabinets and countertops. The cabinets are arranged in a U-shape, with the microwave oven placed on the countertop above the oven. There are various kitchen items and appliances, including a kettle, a toaster, and a bowl of fruit. The kitchen also features a window with a view of the outside, and a clock is mounted on the wall above the countertop. The overall atmosphere of the kitchen is warm and inviting, with a cozy and functional design.","The image depicts a kitchen with wooden cabinets and drawers. The cabinets have a warm, reddish-brown finish. The kitchen features a white countertop with various items on it, including a microwave oven, a kettle, a bowl of fruit, and a few other kitchen utensils. There is a window above the sink, which allows natural light to enter the room. The walls are painted in a light color, and there is a decorative border at the top of the wall. The overall appearance is","A large kitchen filled with white appliances with lots of counter space. | Dish towels hang from a stove handle in a kitchen with wooden cabinets. | A kitchen with a stove, a microwave above it and a window. | A clean kitchen is shown with three towels hanging on the cabinet. | A large kitchen with a built-in stove, oven and microwave"
000000064531,Qwen3-VL-4B,The image shows a person wearing a black jacket over a blue shirt. The person is also wearing a tie with a pattern of bolts and nuts. The background appears to be a floral pattern.,The image shows a person wearing a black leather jacket over a light blue shirt. The person is also wearing a tie with a pattern of bolts and nuts. The background appears to be a floral or patterned wall.,A man with a tie that has nuts and bolts on it. | A black jacket and a tie with nuts and bolts on it. | a person wearing a black coat and a tie with bolt designs on it. | A man with a tie made of nuts and bolts. | A person wearing a black jacket and blue shirt along with a tie full of knots and bolts.
000000262404,Qwen3-VL-4B,"The image shows a group of children sitting around a table, with a cake in the center. They are gathered around the cake, possibly preparing to eat it or discussing it. The children appear to be engaged and excited about the cake, with some of them reaching out to touch or interact with it. The setting seems to be a casual gathering, possibly a birthday party or a similar event.","The image shows a group of children sitting around a table, engaged in a baking activity. They are focused on a large, rectangular cake that is covered with green frosting. The cake is placed on a baking tray, which is covered with aluminum foil. The children are using various utensils, including spatulas and bowls, to work on the cake. There are also some decorative elements and possibly some educational materials on the table, including a book or a poster. The setting appears to be a classroom or",A group of children surrounding a table decorating cake. | a number of children at a table with cake | A group of kids cutting into a cake as one boy plays with his utensil. | Kids around a table messily frosting a sheet cake. | A bunch of kids eating a cake with green frosting on it.
000000329957,Qwen3-VL-4B,"The image depicts a kitchen scene with two women standing in front of a counter. One woman is wearing a gray shirt and black pants, while the other is wearing a black shirt and red pants. The kitchen features a sink, a refrigerator, and various kitchen items such as a cutting board, a bowl, and a bottle. There is also a painting on the wall and a mirror above the counter. The overall atmosphere appears to be casual and friendly.","In the image, there are two women standing in a kitchen. The woman in the foreground is wearing a black top and red pants, while the woman in the background is wearing a gray top and black pants. The kitchen features wooden cabinets, a sink with a faucet, a cutting board, and various kitchen items such as a blender, a glass, and a bowl. There is also a painting on the wall and a decorative mirror above the sink. The kitchen appears to be well-lit with natural",A couple of girls are standing in a kitchen | Ladies standing in a kitchen posing for the camera. | Two women preparing a meal in a modern kitchen | There are two woman smiling in the kitchen | Two happy women smiling together in a kitchen.
000000479612,Qwen3-VL-4B,"The image shows a Sharp microwave oven placed on a countertop. The microwave has a digital display on the right side and several buttons for various settings and functions. The date and time stamp in the bottom right corner indicates that the photo was taken on December 24, 2009, at 8:19 PM.","The image shows a white Sharp microwave oven placed on a countertop. The microwave has a digital display on the right side, showing the time ""8:19:00 pm"" and a date ""12/24/2009"". There are two bottles, one of which appears to be a Coca-Cola bottle, next to the microwave on the left side. The microwave has a black control panel with various buttons and a glass door. The background is dark, suggesting the",A microwave oven sitting on top of a table. | There are a microwave in this picture but nothing in it. | A microwave with the power off on a shelf. | A timestamped photograph of a microwave with a dirty door next to a glass coke bottle and glasses shaped like human torsos.  | A Sharp white colored microwave on a tabletop
000000375566,Qwen3-VL-4B,The image shows a person walking down a street while holding an umbrella. The person is wearing a white shirt with a floral pattern and pink pants. They are carrying a handbag and appear to be walking towards a parking area. The street is lined with trees and there are some buildings and a lamp post in the background.,"A person is walking on a street, holding an umbrella to shield themselves from the sun. They are wearing a white shirt with a floral pattern, pink pants, and black shoes. The person is carrying a handbag. The street is lined with green bushes and trees, and there is a building with an air conditioning unit visible in the background. The person is walking towards a blue-painted area on the street, possibly a parking space or a designated area.",Lady walking through a parking lot with an umbrella over her head. | A woman walking in the street with a yellow umbrella. | A woman walks down a road with a yellow umbrella.  | A woman holding an umbrella walking down a street. | A person walking down a road with a sun umbrella.
000000504970,Qwen3-VL-4B,"The image shows a toilet sitting on the sidewalk next to a parking meter. The toilet appears to be an old or discarded one, and it is placed near a brick building and a black fence. The parking meter has a blue ""P"" symbol on it, indicating it is a parking meter. The scene is unusual and unexpected, as it is not common to see a toilet on a sidewalk next to a parking meter.","The image shows a public restroom facility, specifically a toilet, placed on a sidewalk. The toilet is white and appears to be a standard model with a wooden seat. It is positioned next to a black parking meter, which has a blue ""P"" sign indicating it is a parking meter. The background includes a brick wall and some greenery, such as trees and bushes. The scene is set in an urban environment, with a black fence running along the side of the sidewalk.",A toilet that is outside next to a fence. | There is a toilet sitting outside on the sidewalk in front of a fence. | A toilet sitting beside a parking meter station | a toilet sitting outside next to a fence  | a toilet sitting on a sidewalk next to a pole.
